src_idx,dst_idx,weight
1552,2183,4.10974603640796
1552,1500,4.10974603640796
1444,1065,4.10974603640796
1444,2388,4.10974603640796
1444,1091,4.10974603640796
1378,751,4.10974603640796
1378,78,4.10974603640796
1378,1974,4.10974603640796
2236,1414,4.10974603640796
2236,1174,4.10974603640796
2236,469,4.10974603640796
2236,1831,4.10974603640796
1450,50,4.10974603640796
1450,2379,4.10974603640796
1450,1761,4.10974603640796
1450,2460,4.10974603640796
828,2139,4.10974603640796
828,1799,4.10974603640796
828,1770,4.10974603640796
1823,1650,4.10974603640796
1823,2140,4.10974603640796
1823,1137,4.10974603640796
1823,1338,4.10974603640796
1823,756,4.10974603640796
1823,1601,4.10974603640796
1823,1544,4.10974603640796
1823,1465,4.10974603640796
1439,1350,4.10974603640796
379,555,4.10974603640796
379,2183,4.10974603640796
379,603,4.10974603640796
379,89,4.10974603640796
379,1881,4.10974603640796
379,172,4.10974603640796
379,1568,4.10974603640796
379,208,4.10974603640796
379,833,4.10974603640796
379,2408,4.10974603640796
379,350,4.10974603640796
379,434,4.10974603640796
379,1109,4.10974603640796
379,1796,4.10974603640796
379,2138,4.10974603640796
379,2006,4.10974603640796
379,455,4.10974603640796
379,1460,4.10974603640796
379,1017,4.10974603640796
379,1899,4.10974603640796
379,1472,4.10974603640796
379,963,4.10974603640796
379,2188,4.10974603640796
379,1499,4.10974603640796
379,1357,4.10974603640796
379,2304,4.10974603640796
379,519,4.10974603640796
379,202,4.10974603640796
379,1171,4.10974603640796
379,2321,4.10974603640796
379,1491,4.10974603640796
379,2135,4.10974603640796
379,1345,4.10974603640796
379,1653,4.10974603640796
379,2414,4.10974603640796
300,2227,4.10974603640796
300,1791,4.10974603640796
300,1328,4.10974603640796
300,504,4.10974603640796
300,1803,4.10974603640796
300,1221,4.10974603640796
300,447,4.10974603640796
300,2205,4.10974603640796
300,1971,4.10974603640796
300,616,4.10974603640796
300,789,4.10974603640796
300,48,4.10974603640796
300,1033,4.10974603640796
300,1716,4.10974603640796
300,1510,4.10974603640796
300,2168,4.10974603640796
1065,2388,4.10974603640796
1065,1091,4.10974603640796
133,1562,4.10974603640796
133,2260,4.10974603640796
133,2212,4.10974603640796
133,1857,4.10974603640796
2422,2349,4.10974603640796
2422,45,4.10974603640796
2422,9,4.10974603640796
2422,1657,4.10974603640796
1549,1180,4.10974603640796
1549,96,4.10974603640796
1549,729,4.10974603640796
1549,528,4.10974603640796
1549,2437,4.10974603640796
1698,285,4.10974603640796
1698,2106,4.10974603640796
1698,1277,4.10974603640796
1698,1961,4.10974603640796
1698,1686,4.10974603640796
1698,1113,4.10974603640796
1698,804,4.10974603640796
1698,905,4.10974603640796
1698,1145,4.10974603640796
1698,2038,4.10974603640796
1698,1594,4.10974603640796
1698,1703,4.10974603640796
1698,530,4.10974603640796
1698,1018,4.10974603640796
1698,2101,4.10974603640796
1698,1130,4.10974603640796
1698,2182,4.10974603640796
1698,2277,4.10974603640796
1698,224,4.10974603640796
1698,20,4.10974603640796
1698,581,4.10974603640796
1698,1107,4.10974603640796
1698,461,4.10974603640796
1698,650,4.10974603640796
1698,1076,4.10974603640796
1698,685,4.10974603640796
1698,1500,4.10974603640796
1698,173,4.10974603640796
1698,1150,4.10974603640796
1698,702,4.10974603640796
1698,546,4.10974603640796
1698,1556,4.10974603640796
1698,991,4.10974603640796
1698,2376,4.10974603640796
1698,2044,4.10974603640796
1698,1827,4.10974603640796
1698,1717,4.10974603640796
1698,2053,4.10974603640796
2034,59,4.10974603640796
2034,1750,4.10974603640796
2034,2326,4.10974603640796
2034,2008,4.10974603640796
2034,2287,4.10974603640796
2034,248,4.10974603640796
2034,1311,4.10974603640796
2034,1845,4.10974603640796
2034,1338,4.10974603640796
2034,1871,4.10974603640796
2034,1778,4.10974603640796
2034,291,4.10974603640796
2034,1707,4.10974603640796
2034,756,4.10974603640796
2034,1051,4.10974603640796
2034,1182,4.10974603640796
2034,2184,4.10974603640796
2034,1367,4.10974603640796
2034,190,4.10974603640796
916,1896,4.10974603640796
916,2081,4.10974603640796
916,307,4.10974603640796
949,758,4.10974603640796
949,2052,4.10974603640796
949,924,4.10974603640796
949,870,4.10974603640796
949,869,4.10974603640796
949,1466,4.10974603640796
949,2194,4.10974603640796
949,1784,4.10974603640796
949,313,4.10974603640796
949,1500,4.10974603640796
949,955,4.10974603640796
949,939,4.10974603640796
949,971,4.10974603640796
949,409,4.10974603640796
949,2090,4.10974603640796
2122,1323,4.10974603640796
2122,2402,4.10974603640796
2122,1680,4.10974603640796
2122,205,4.10974603640796
2122,428,4.10974603640796
2122,2257,4.10974603640796
2122,948,4.10974603640796
2122,1620,4.10974603640796
1723,965,4.10974603640796
285,666,4.10974603640796
285,506,4.10974603640796
285,1113,4.10974603640796
285,804,4.10974603640796
285,1145,4.10974603640796
285,1703,4.10974603640796
285,350,4.10974603640796
285,2277,4.10974603640796
285,1107,4.10974603640796
285,1357,4.10974603640796
285,173,4.10974603640796
285,702,4.10974603640796
285,546,4.10974603640796
285,1467,4.10974603640796
285,991,4.10974603640796
285,2376,4.10974603640796
285,2135,4.10974603640796
2296,1338,4.10974603640796
2296,291,4.10974603640796
2296,756,4.10974603640796
2296,190,4.10974603640796
678,249,4.10974603640796
678,2135,4.10974603640796
829,99,4.10974603640796
829,1887,4.10974603640796
829,391,4.10974603640796
829,1658,4.10974603640796
829,1997,4.10974603640796
829,567,4.10974603640796
829,1575,4.10974603640796
829,2519,4.10974603640796
829,2181,4.10974603640796
829,1978,4.10974603640796
829,1579,4.10974603640796
829,1241,4.10974603640796
829,1873,4.10974603640796
829,1595,4.10974603640796
945,2183,4.10974603640796
945,172,4.10974603640796
945,1568,4.10974603640796
945,1405,4.10974603640796
945,2304,4.10974603640796
555,2183,4.10974603640796
555,603,4.10974603640796
555,1881,4.10974603640796
555,172,4.10974603640796
555,1568,4.10974603640796
555,208,4.10974603640796
555,1109,4.10974603640796
555,2006,4.10974603640796
555,455,4.10974603640796
555,2475,4.10974603640796
555,1499,4.10974603640796
555,2304,4.10974603640796
555,1171,4.10974603640796
555,2135,4.10974603640796
2106,666,4.10974603640796
2106,1762,4.10974603640796
2106,2183,4.10974603640796
2106,506,4.10974603640796
2106,741,4.10974603640796
2106,1686,4.10974603640796
2106,1602,4.10974603640796
2106,603,4.10974603640796
2106,786,4.10974603640796
2106,2227,4.10974603640796
2106,804,4.10974603640796
2106,1422,4.10974603640796
2106,1884,4.10974603640796
2106,2474,4.10974603640796
2106,1769,4.10974603640796
2106,2180,4.10974603640796
2106,1874,4.10974603640796
2106,589,4.10974603640796
2106,172,4.10974603640796
2106,970,4.10974603640796
2106,1594,4.10974603640796
2106,1568,4.10974603640796
2106,915,4.10974603640796
2106,595,4.10974603640796
2106,1712,4.10974603640796
2106,641,4.10974603640796
2106,795,4.10974603640796
2106,249,4.10974603640796
2106,1871,4.10974603640796
