src_idx,dst_idx,weight
1544,1714,4.08505015485327
1544,603,4.08505015485327
1544,1994,4.08505015485327
1256,543,4.08505015485327
1256,1190,4.08505015485327
1256,1382,4.08505015485327
1256,1478,4.08505015485327
1256,308,4.08505015485327
1256,848,4.08505015485327
1256,1803,4.08505015485327
1256,380,4.08505015485327
1256,1878,4.08505015485327
1256,368,4.08505015485327
1256,740,4.08505015485327
1256,1296,4.08505015485327
1256,202,4.08505015485327
1828,6,4.08505015485327
1828,612,4.08505015485327
1828,1667,4.08505015485327
1193,633,4.08505015485327
1193,1730,4.08505015485327
1193,637,4.08505015485327
1193,1466,4.08505015485327
1193,1989,4.08505015485327
1965,388,4.08505015485327
710,1567,4.08505015485327
1246,683,4.08505015485327
1246,543,4.08505015485327
1246,1382,4.08505015485327
1246,548,4.08505015485327
1246,429,4.08505015485327
1246,929,4.08505015485327
1246,284,4.08505015485327
1246,323,4.08505015485327
1246,1082,4.08505015485327
1246,2168,4.08505015485327
1246,1297,4.08505015485327
1246,594,4.08505015485327
1246,1179,4.08505015485327
1246,1076,4.08505015485327
1246,43,4.08505015485327
1246,834,4.08505015485327
1246,2158,4.08505015485327
1246,11,4.08505015485327
1246,1879,4.08505015485327
253,1571,4.08505015485327
117,1348,4.08505015485327
117,1620,4.08505015485327
2112,2050,4.08505015485327
2112,8,4.08505015485327
2181,91,4.08505015485327
2181,872,4.08505015485327
2181,912,4.08505015485327
2181,210,4.08505015485327
1340,1819,4.08505015485327
1340,1949,4.08505015485327
1340,53,4.08505015485327
136,238,4.08505015485327
136,79,4.08505015485327
136,1844,4.08505015485327
136,1150,4.08505015485327
136,627,4.08505015485327
136,304,4.08505015485327
136,671,4.08505015485327
136,687,4.08505015485327
136,683,4.08505015485327
136,872,4.08505015485327
136,2161,4.08505015485327
136,1545,4.08505015485327
136,1643,4.08505015485327
136,486,4.08505015485327
136,1733,4.08505015485327
136,1382,4.08505015485327
136,778,4.08505015485327
136,548,4.08505015485327
136,678,4.08505015485327
136,429,4.08505015485327
136,929,4.08505015485327
136,1659,4.08505015485327
136,404,4.08505015485327
136,1540,4.08505015485327
136,309,4.08505015485327
136,1472,4.08505015485327
136,503,4.08505015485327
136,1581,4.08505015485327
136,1722,4.08505015485327
136,323,4.08505015485327
136,1713,4.08505015485327
136,1082,4.08505015485327
136,1711,4.08505015485327
136,681,4.08505015485327
136,96,4.08505015485327
136,1059,4.08505015485327
136,1039,4.08505015485327
136,2049,4.08505015485327
136,2100,4.08505015485327
136,842,4.08505015485327
136,1881,4.08505015485327
136,43,4.08505015485327
136,1470,4.08505015485327
136,1004,4.08505015485327
136,834,4.08505015485327
136,2158,4.08505015485327
136,1879,4.08505015485327
136,1078,4.08505015485327
136,1055,4.08505015485327
1867,178,4.08505015485327
1867,354,4.08505015485327
1867,538,4.08505015485327
1867,961,4.08505015485327
1867,400,4.08505015485327
1867,1217,4.08505015485327
1867,1983,4.08505015485327
1867,805,4.08505015485327
1867,410,4.08505015485327
1207,142,4.08505015485327
238,79,4.08505015485327
238,1844,4.08505015485327
238,627,4.08505015485327
238,671,4.08505015485327
238,687,4.08505015485327
238,683,4.08505015485327
238,1457,4.08505015485327
238,1545,4.08505015485327
238,1643,4.08505015485327
238,1382,4.08505015485327
238,778,4.08505015485327
238,929,4.08505015485327
238,1659,4.08505015485327
238,404,4.08505015485327
238,309,4.08505015485327
238,1472,4.08505015485327
238,681,4.08505015485327
238,96,4.08505015485327
238,2049,4.08505015485327
238,842,4.08505015485327
238,43,4.08505015485327
79,1844,4.08505015485327
79,304,4.08505015485327
79,671,4.08505015485327
79,687,4.08505015485327
79,683,4.08505015485327
79,2161,4.08505015485327
79,1643,4.08505015485327
79,1382,4.08505015485327
79,778,4.08505015485327
79,678,4.08505015485327
79,929,4.08505015485327
79,1659,4.08505015485327
79,404,4.08505015485327
79,1540,4.08505015485327
79,309,4.08505015485327
79,1472,4.08505015485327
79,1581,4.08505015485327
79,1722,4.08505015485327
79,1713,4.08505015485327
79,149,4.08505015485327
79,1172,4.08505015485327
79,681,4.08505015485327
79,96,4.08505015485327
79,1611,4.08505015485327
79,1059,4.08505015485327
79,1039,4.08505015485327
79,2049,4.08505015485327
79,544,4.08505015485327
79,2100,4.08505015485327
79,842,4.08505015485327
79,1881,4.08505015485327
79,43,4.08505015485327
79,1470,4.08505015485327
79,1004,4.08505015485327
79,834,4.08505015485327
79,2158,4.08505015485327
79,1879,4.08505015485327
280,1847,4.08505015485327
280,442,4.08505015485327
280,917,4.08505015485327
280,724,4.08505015485327
280,382,4.08505015485327
280,428,4.08505015485327
280,1312,4.08505015485327
280,1482,4.08505015485327
280,1557,4.08505015485327
280,1963,4.08505015485327
280,1168,4.08505015485327
280,2,4.08505015485327
91,872,4.08505015485327
91,2103,4.08505015485327
91,1082,4.08505015485327
91,2158,4.08505015485327
91,210,4.08505015485327
1844,419,4.08505015485327
1844,1150,4.08505015485327
1844,304,4.08505015485327
1844,671,4.08505015485327
1844,687,4.08505015485327
1844,683,4.08505015485327
1844,872,4.08505015485327
1844,2161,4.08505015485327
1844,1545,4.08505015485327
1844,543,4.08505015485327
1844,1643,4.08505015485327
1844,1382,4.08505015485327
1844,778,4.08505015485327
1844,489,4.08505015485327
1844,548,4.08505015485327
1844,678,4.08505015485327
1844,397,4.08505015485327
1844,929,4.08505015485327
1844,1659,4.08505015485327
1844,404,4.08505015485327
1844,1540,4.08505015485327
1844,309,4.08505015485327
1844,555,4.08505015485327
1844,1472,4.08505015485327
1844,503,4.08505015485327
1844,1581,4.08505015485327
1844,1722,4.08505015485327
1844,1713,4.08505015485327
1844,878,4.08505015485327
1844,1082,4.08505015485327
1844,1172,4.08505015485327
1844,681,4.08505015485327
1844,96,4.08505015485327
1844,1059,4.08505015485327
1844,2049,4.08505015485327
1844,544,4.08505015485327
1844,2100,4.08505015485327
1844,842,4.08505015485327
1844,1881,4.08505015485327
1844,43,4.08505015485327
1844,1470,4.08505015485327
1844,1004,4.08505015485327
1844,834,4.08505015485327
1844,2158,4.08505015485327
1844,1879,4.08505015485327
1819,929,4.08505015485327
1819,80,4.08505015485327
1819,1463,4.08505015485327
1819,1611,4.08505015485327
1819,43,4.08505015485327
1819,210,4.08505015485327
1819,414,4.08505015485327
629,1689,4.08505015485327
153,1383,4.08505015485327
153,1353,4.08505015485327
153,1270,4.08505015485327
153,1953,4.08505015485327
153,516,4.08505015485327
153,1405,4.08505015485327
153,1588,4.08505015485327
153,1580,4.08505015485327
153,747,4.08505015485327
153,332,4.08505015485327
153,105,4.08505015485327
153,600,4.08505015485327
715,633,4.08505015485327
2150,420,4.08505015485327
2150,119,4.08505015485327
2111,1134,4.08505015485327
2111,1630,4.08505015485327
902,1112,4.08505015485327
902,2103,4.08505015485327
902,1567,4.08505015485327
902,1890,4.08505015485327
902,1711,4.08505015485327
902,199,4.08505015485327
1714,603,4.08505015485327
1714,1994,4.08505015485327
95,502,4.08505015485327
95,883,4.08505015485327
95,661,4.08505015485327
95,1368,4.08505015485327
95,458,4.08505015485327
95,469,4.08505015485327
95,241,4.08505015485327
95,1291,4.08505015485327
95,1660,4.08505015485327
95,880,4.08505015485327
419,671,4.08505015485327
419,683,4.08505015485327
419,1643,4.08505015485327
419,778,4.08505015485327
419,1059,4.08505015485327
419,43,4.08505015485327
419,1004,4.08505015485327
1150,627,4.08505015485327
1150,671,4.08505015485327
1150,683,4.08505015485327
1150,1643,4.08505015485327
1150,778,4.08505015485327
1150,678,4.08505015485327
1150,309,4.08505015485327
1150,1722,4.08505015485327
1150,681,4.08505015485327
