"DEG2001";"DEG20010001";"TFC3";"GI:6319317";"-";"-";"Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010002";"EFB1";"GI:6319315";"-";"-";"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010003";"MAK16";"GI:6319294";"-";"-";"Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010004";"PRP45";"GI:6319287";"-";"-";"Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010005";"POP5";"GI:6319286";"-";"-";"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010006";"MTW1";"GI:6319283";"-";"-";"Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010007";"CDC19";"GI:6319279";"-";"-";"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010008";"CDC24";"GI:6319276";"-";"-";"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010009";"PTA1";"GI:6319273";"-";"-";"Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010010";"RFA1";"GI:6319321";"-";"-";"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010011";"SEN34";"GI:6319322";"-";"-";"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010012";"CDC15";"GI:6319328";"-";"-";"Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II";"Saccharomyces cerevisiae";"NC_001133";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010013";"HTA2";"GI:6319470";"-";"-";"Histone H2A, core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010014";"UTP20";"GI:14270688";"-";"-";"Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010015";"RRN6";"GI:6319457";"-";"-";"Protein involved in the transcription of 35S rRNA genes by RNA polymerase I; component of the core factor (CF) complex also composed of Rrn11p, Rrn7p and TATA-binding protein";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010016";"POP8";"GI:6319453";"-";"-";"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010017";"RFT1";"GI:6319451";"-";"-";"Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010018";"MCM2";"GI:6319448";"-";"-";"Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010019";"LSM2";"GI:6319445";"-";"-";"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010020";"PET9";"GI:6319441";"-";"-";"Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; required for viability in many common lab strains carrying a mutation in the polymorphic SAL1 gene";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
"DEG2001";"DEG20010021";"STU1";"GI:6319437";"-";"-";"Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles";"Saccharomyces cerevisiae";"NC_001134";"Rich medium";"-";"-";"-";"-"
