15,584,0,0.9801
15,1405,0,0.6732
15,1438,0,0.9801
15,1568,0,0.6732
15,1950,0,0.9801
19,38,0,0.9801
19,69,0,0.9801
19,95,0,0.9405
19,98,0,0.9405
19,123,0,0.9801
19,192,0,0.9801
19,291,0,0.9405
19,313,0,0.9405
19,507,0,0.9405
19,653,0,0.9801
19,870,0,0.9405
19,939,0,0.9405
19,949,0,0.9405
19,955,0,0.6732
19,971,0,0.9405
19,1047,0,0.9801
19,1075,0,0.6732
19,1186,0,0.9801
19,1200,0,0.9801
19,1435,0,0.9801
19,1463,0,0.9801
19,1466,0,0.6732
19,1561,0,0.9801
19,1568,0,0.6732
19,1615,0,0.9801
19,1622,0,0.9801
19,1627,0,0.9405
19,1635,0,0.9801
19,1663,0,0.9801
19,1771,0,0.9801
19,1784,0,0.6732
19,1831,0,0.9801
19,1871,0,0.6732
19,2090,0,0.6732
19,2096,0,0.9801
19,2129,0,0.9801
19,2194,0,0.9801
19,2316,0,0.6732
19,2397,0,0.9405
19,2452,0,0.9801
19,2529,0,0.9801
19,2535,0,0.9801
29,1568,0,0.6732
30,2041,0,0.4624000000000001
37,453,0,0.9801
37,519,0,0.6732
37,884,0,0.6732
37,1122,0,0.9801
37,2175,0,0.9405
37,2394,0,0.6732
38,98,0,0.9405
38,265,0,0.6732
38,293,0,0.9405
38,526,0,0.6732
38,567,0,0.9801
38,653,0,0.9801
38,668,0,0.9801
38,829,0,0.9801
38,872,0,0.9801
38,1075,0,0.6732
38,1111,0,0.6732
38,1239,0,0.9405
38,1241,0,0.9405
38,1435,0,0.9801
38,1575,0,0.9405
38,1579,0,0.9801
38,1595,0,0.9801
38,1622,0,0.9801
38,1658,0,0.6732
38,1771,0,0.9801
38,1871,0,0.6732
38,1873,0,0.9801
38,1887,0,0.9405
38,1978,0,0.9405
38,1997,0,0.9801
38,2104,0,0.6732
38,2129,0,0.9801
38,2165,0,0.9801
38,2181,0,0.9405
38,2519,0,0.9405
38,2535,0,0.9801
40,198,0,0.9405
40,265,0,0.6732
40,465,0,0.9405
40,526,0,0.6732
40,567,0,0.9801
40,668,0,0.9801
40,829,0,0.9801
40,964,0,0.6732
40,1111,0,0.6732
40,1241,0,0.9405
40,1440,0,0.9801
40,1478,0,0.6732
40,1526,0,0.6732
40,1575,0,0.9405
40,1579,0,0.9801
40,1595,0,0.9801
40,1658,0,0.6732
40,1873,0,0.9801
40,1887,0,0.9405
40,1978,0,0.9405
40,1997,0,0.9801
40,2104,0,0.6732
40,2181,0,0.9405
40,2519,0,0.9405
42,452,0,0.6732
42,455,0,0.4624000000000001
42,655,0,0.646
60,2068,0,0.4624000000000001
60,2148,0,0.4624000000000001
60,2217,0,0.4624000000000001
69,84,0,0.9405
